#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn    rmse_v_val  rmse_v_trn         lr
2100000      8.80e-02    1.23e-01      6.50e-05    2.74e-04      7.35e-02    7.65e-02      4.95e-03    6.26e-03    2.9e-10
2101000      9.68e-02    1.22e-01      1.57e-04    1.96e-04      6.67e-02    6.95e-02      6.01e-03    9.27e-03    2.9e-10
2102000      9.02e-02    1.26e-01      1.27e-04    3.03e-04      6.82e-02    7.06e-02      5.19e-03    6.44e-03    2.9e-10
2103000      2.11e-01    8.08e-02      6.40e-04    1.24e-04      8.15e-02    6.68e-02      7.75e-03    3.17e-03    2.9e-10
2104000      1.64e-01    1.36e-01      5.10e-04    3.92e-04      7.48e-02    7.27e-02      2.19e-03    3.04e-03    2.9e-10
2105000      1.13e-01    1.30e-01      2.11e-04    1.29e-04      7.68e-02    7.15e-02      6.29e-03    1.13e-02    2.8e-10
2106000      8.24e-02    9.91e-02      3.52e-05    1.18e-04      7.07e-02    8.17e-02      4.56e-03    4.99e-03    2.8e-10
2107000      1.19e-01    9.86e-02      3.00e-04    1.52e-04      6.42e-02    7.21e-02      5.86e-03    5.71e-03    2.8e-10
2108000      1.57e-01    1.61e-01      2.99e-04    4.58e-04      8.75e-02    6.81e-02      1.09e-02    7.26e-03    2.8e-10
2109000      1.48e-01    1.19e-01      3.47e-04    2.81e-04      6.91e-02    6.67e-02      9.57e-03    6.36e-03    2.8e-10
2110000      1.05e-01    1.10e-01      2.32e-04    1.93e-04      6.43e-02    7.97e-02      5.67e-03    5.88e-03    2.7e-10
2111000      2.28e-01    1.00e-01      7.41e-04    1.36e-04      7.85e-02    7.01e-02      3.76e-03    6.66e-03    2.7e-10
2112000      1.24e-01    1.02e-01      2.71e-04    9.14e-05      8.61e-02    8.09e-02      5.11e-03    6.32e-03    2.7e-10
2113000      8.98e-02    1.07e-01      8.43e-05    1.25e-04      7.54e-02    8.16e-02      4.72e-03    6.56e-03    2.7e-10
2114000      1.78e-01    1.25e-01      5.25e-04    2.83e-04      7.64e-02    8.18e-02      6.55e-03    5.36e-03    2.7e-10
2115000      1.17e-01    1.58e-01      1.00e-04    4.12e-04      9.11e-02    8.59e-02      7.59e-03    6.99e-03    2.6e-10
2116000      8.58e-02    1.30e-01      5.24e-05    3.52e-04      6.80e-02    7.72e-02      5.58e-03    3.32e-03    2.6e-10
2117000      1.22e-01    1.17e-01      2.43e-05    2.10e-04      8.48e-02    7.50e-02      9.67e-03    7.50e-03    2.6e-10
2118000      9.93e-02    1.04e-01      1.03e-04    1.19e-04      7.35e-02    7.88e-02      6.67e-03    6.59e-03    2.6e-10
2119000      1.05e-01    9.65e-02      1.50e-04    1.50e-04      7.49e-02    7.21e-02      6.73e-03    5.32e-03    2.6e-10
2120000      1.69e-01    9.86e-02      4.42e-04    9.85e-05      7.32e-02    7.76e-02      9.45e-03    5.99e-03    2.5e-10
2121000      1.17e-01    1.23e-01      2.69e-04    3.01e-04      7.84e-02    7.71e-02      4.46e-03    4.73e-03    2.5e-10
2122000      1.37e-01    1.06e-01      3.14e-04    1.37e-04      8.03e-02    7.87e-02      7.36e-03    6.56e-03    2.5e-10
2123000      9.46e-02    1.32e-01      6.42e-05    1.58e-04      7.55e-02    6.64e-02      5.99e-03    1.16e-02    2.5e-10
2124000      1.40e-01    8.62e-02      3.81e-04    9.40e-05      7.15e-02    7.55e-02      5.91e-03    3.55e-03    2.5e-10
2125000      1.04e-01    8.73e-02      1.14e-04    2.91e-05      8.25e-02    7.16e-02      6.04e-03    5.46e-03    2.4e-10
2126000      9.21e-02    1.46e-01      6.91e-05    3.01e-04      6.84e-02    6.90e-02      6.49e-03    1.07e-02    2.4e-10
2127000      1.46e-01    1.14e-01      3.22e-04    2.11e-04      7.11e-02    7.68e-02      9.81e-03    6.52e-03    2.4e-10
2128000      8.58e-02    1.27e-01      7.85e-05    3.01e-04      7.06e-02    6.85e-02      4.81e-03    7.03e-03    2.4e-10
2129000      1.08e-01    1.12e-01      1.96e-04    5.87e-05      8.89e-02    8.01e-02      2.67e-03    8.51e-03    2.4e-10
2130000      1.09e-01    1.03e-01      1.99e-04    1.40e-04      7.25e-02    7.95e-02      6.49e-03    5.70e-03    2.3e-10
2131000      1.61e-01    1.01e-01      3.68e-04    2.12e-04      6.92e-02    6.46e-02      1.11e-02    5.50e-03    2.3e-10
2132000      2.31e-01    1.67e-01      7.30e-04    4.84e-04      7.97e-02    7.81e-02      6.82e-03    5.84e-03    2.3e-10
2133000      1.44e-01    9.86e-02      3.97e-04    1.07e-04      7.38e-02    8.26e-02      5.50e-03    4.93e-03    2.3e-10
2134000      1.21e-01    1.11e-01      2.26e-04    1.49e-04      7.25e-02    7.78e-02      8.04e-03    7.41e-03    2.3e-10
2135000      1.26e-01    1.10e-01      2.17e-04    1.47e-04      8.13e-02    7.73e-02      8.15e-03    7.27e-03    2.3e-10
2136000      2.01e-01    1.82e-01      6.46e-04    5.99e-05      7.50e-02    8.35e-02      3.80e-03    1.78e-02    2.3e-10
2137000      1.96e-01    9.68e-02      6.00e-04    8.07e-05      7.15e-02    7.02e-02      7.08e-03    6.95e-03    2.3e-10
2138000      1.19e-01    1.36e-01      2.25e-04    3.18e-04      8.16e-02    6.97e-02      6.55e-03    8.16e-03    2.3e-10
2139000      9.08e-02    1.12e-01      4.71e-05    2.53e-04      7.78e-02    6.50e-02      5.00e-03    6.24e-03    2.3e-10
2140000      1.78e-01    2.35e-01      5.36e-04    7.35e-04      6.98e-02    8.07e-02      6.74e-03    7.92e-03    2.2e-10
2141000      1.19e-01    1.05e-01      1.95e-04    1.38e-04      8.14e-02    6.74e-02      7.35e-03    7.83e-03    2.2e-10
2142000      1.03e-01    1.65e-01      1.43e-04    3.96e-04      8.70e-02    8.78e-02      4.20e-03    9.11e-03    2.2e-10
2143000      1.03e-01    9.75e-02      2.75e-05    1.47e-04      7.53e-02    7.87e-02      7.69e-03    4.39e-03    2.2e-10
2144000      9.69e-02    1.06e-01      2.45e-05    8.71e-06      8.23e-02    6.96e-02      5.63e-03    8.82e-03    2.2e-10
2145000      1.01e-01    9.52e-02      1.20e-04    1.13e-04      7.74e-02    7.82e-02      6.04e-03    4.87e-03    2.1e-10
2146000      1.00e-01    1.25e-01      3.13e-06    3.02e-04      7.75e-02    7.06e-02      7.08e-03    6.44e-03    2.1e-10
2147000      1.10e-01    1.06e-01      7.69e-05    4.18e-05      7.89e-02    8.71e-02      8.23e-03    6.49e-03    2.1e-10
2148000      1.02e-01    1.01e-01      1.03e-04    5.55e-05      7.42e-02    6.93e-02      7.08e-03    7.96e-03    2.1e-10
2149000      1.45e-01    1.44e-01      3.71e-04    3.26e-04      7.09e-02    8.06e-02      7.65e-03    8.24e-03    2.1e-10
2150000      1.56e-01    9.91e-02      4.54e-04    8.41e-05      8.11e-02    6.71e-02      3.72e-03    7.65e-03    2.0e-10
2151000      9.31e-02    8.63e-02      7.73e-05    1.40e-04      7.29e-02    7.27e-02      5.96e-03    2.67e-03    2.0e-10
2152000      1.97e-01    1.27e-01      5.30e-04    2.61e-04      8.09e-02    7.75e-02      1.08e-02    7.51e-03    2.0e-10
2153000      1.71e-01    2.26e-01      4.79e-04    7.26e-04      7.65e-02    7.02e-02      7.68e-03    6.28e-03    2.0e-10
2154000      1.95e-01    7.67e-02      5.10e-04    7.90e-05      6.63e-02    6.99e-02      1.24e-02    2.45e-03    2.0e-10
2155000      1.25e-01    9.86e-02      2.95e-04    1.85e-04      7.64e-02    7.07e-02      5.75e-03    4.90e-03    1.9e-10
2156000      1.17e-01    9.20e-02      1.91e-04    2.03e-04      7.12e-02    6.52e-02      8.36e-03    3.27e-03    1.9e-10
2157000      1.31e-01    1.48e-01      3.32e-04    7.12e-05      8.27e-02    8.09e-02      4.23e-03    1.36e-02    1.9e-10
2158000      1.07e-01    1.13e-01      1.08e-04    2.06e-04      7.56e-02    8.19e-02      7.73e-03    5.60e-03    1.9e-10
2159000      1.28e-01    2.85e-01      2.77e-04    9.33e-04      7.73e-02    8.19e-02      7.15e-03    7.04e-03    1.9e-10
2160000      1.64e-01    1.28e-01      3.36e-04    1.13e-04      8.70e-02    8.06e-02      1.12e-02    1.05e-02    1.9e-10
2161000      1.46e-01    1.01e-01      3.96e-04    6.46e-05      8.19e-02    7.80e-02      5.05e-03    6.83e-03    1.9e-10
2162000      9.73e-02    9.99e-02      8.41e-05    4.05e-05      7.38e-02    6.52e-02      6.52e-03    8.30e-03    1.9e-10
2163000      1.10e-01    1.20e-01      1.11e-04    2.27e-04      6.79e-02    7.01e-02      8.95e-03    8.20e-03    1.9e-10
2164000      1.29e-01    1.85e-01      2.99e-04    5.56e-04      6.70e-02    7.48e-02      7.77e-03    6.73e-03    1.9e-10
2165000      1.16e-01    1.53e-01      3.02e-04    4.61e-04      7.46e-02    7.26e-02      2.66e-03    3.28e-03    1.8e-10
2166000      9.92e-02    2.65e-01      1.24e-04    8.89e-04      7.74e-02    6.79e-02      5.67e-03    4.38e-03    1.8e-10
2167000      1.38e-01    1.57e-01      3.06e-04    4.22e-04      6.89e-02    9.09e-02      9.09e-03    5.00e-03    1.8e-10
2168000      1.42e-01    1.10e-01      3.59e-04    1.09e-04      7.57e-02    8.23e-02      7.11e-03    7.28e-03    1.8e-10
2169000      1.02e-01    9.27e-02      7.59e-05    3.79e-05      8.06e-02    7.61e-02      6.60e-03    5.77e-03    1.8e-10
2170000      1.27e-01    1.06e-01      2.27e-04    1.05e-04      8.38e-02    7.96e-02      7.84e-03    7.09e-03    1.8e-10
2171000      2.13e-01    8.63e-02      6.91e-04    1.48e-04      7.13e-02    6.88e-02      4.38e-03    3.41e-03    1.8e-10
2172000      1.55e-01    9.26e-02      4.36e-04    1.67e-04      8.08e-02    6.46e-02      5.25e-03    5.16e-03    1.8e-10
2173000      2.30e-01    1.07e-01      7.48e-04    1.73e-04      7.83e-02    6.19e-02      4.22e-03    8.02e-03    1.8e-10
2174000      1.47e-01    1.04e-01      3.53e-04    8.63e-05      6.88e-02    8.04e-02      9.06e-03    6.89e-03    1.8e-10
2175000      8.73e-02    1.07e-01      4.63e-05    1.01e-04      7.43e-02    7.38e-02      4.86e-03    8.03e-03    1.7e-10
2176000      1.07e-01    8.79e-02      9.29e-05    1.59e-04      7.64e-02    6.85e-02      7.77e-03    3.50e-03    1.7e-10
2177000      1.04e-01    8.15e-02      1.99e-04    3.72e-05      6.88e-02    6.77e-02      5.89e-03    4.91e-03    1.7e-10
2178000      1.05e-01    1.30e-01      1.56e-04    2.54e-04      8.20e-02    8.31e-02      5.41e-03    7.64e-03    1.7e-10
2179000      7.67e-02    1.29e-01      8.94e-06    3.46e-04      7.19e-02    7.69e-02      2.95e-03    3.73e-03    1.7e-10
2180000      8.50e-02    9.12e-02      2.89e-05    8.88e-05      7.86e-02    7.19e-02      3.47e-03    5.56e-03    1.6e-10
2181000      8.47e-02    9.99e-02      2.08e-05    1.27e-04      7.28e-02    7.14e-02      4.76e-03    6.64e-03    1.6e-10
2182000      1.69e-01    1.40e-01      5.13e-04    2.65e-04      7.52e-02    8.10e-02      4.49e-03    9.44e-03    1.6e-10
2183000      1.44e-01    1.39e-01      4.10e-04    3.58e-04      7.55e-02    7.60e-02      4.21e-03    6.37e-03    1.6e-10
2184000      1.32e-01    1.43e-01      2.34e-04    2.04e-04      7.64e-02    7.32e-02      9.31e-03    1.21e-02    1.6e-10
2185000      9.74e-02    9.98e-02      4.95e-05    2.18e-04      7.11e-02    6.90e-02      7.24e-03    4.07e-03    1.6e-10
2186000      1.25e-01    1.03e-01      2.91e-04    1.64e-05      7.95e-02    8.05e-02      5.51e-03    7.06e-03    1.6e-10
2187000      1.42e-01    1.19e-01      3.85e-04    2.78e-04      7.52e-02    8.07e-02      5.61e-03    4.12e-03    1.6e-10
2188000      1.09e-01    9.25e-02      2.28e-04    9.31e-05      7.48e-02    6.88e-02      5.17e-03    6.22e-03    1.6e-10
2189000      1.30e-01    1.52e-01      2.77e-04    3.92e-04      7.09e-02    7.60e-02      8.42e-03    7.72e-03    1.6e-10
2190000      2.50e-01    2.52e-01      7.77e-04    8.24e-04      7.96e-02    7.51e-02      9.40e-03    6.14e-03    1.5e-10
2191000      1.13e-01    8.83e-02      2.12e-04    7.90e-05      7.92e-02    7.25e-02      5.99e-03    5.00e-03    1.5e-10
2192000      1.33e-01    9.52e-02      3.61e-04    1.31e-04      6.87e-02    7.47e-02      5.57e-03    5.09e-03    1.5e-10
2193000      1.18e-01    9.42e-02      2.09e-04    4.14e-05      7.06e-02    6.60e-02      8.21e-03    7.36e-03    1.5e-10
2194000      1.41e-01    8.74e-02      3.74e-04    1.43e-04      7.13e-02    7.55e-02      6.61e-03    1.87e-03    1.5e-10
2195000      1.18e-01    1.38e-01      2.47e-04    3.63e-04      8.52e-02    8.08e-02      4.73e-03    4.79e-03    1.5e-10
2196000      1.59e-01    1.17e-01      3.82e-04    2.53e-04      7.97e-02    7.98e-02      9.37e-03    5.11e-03    1.5e-10
2197000      1.04e-01    1.23e-01      1.24e-04    1.85e-04      6.85e-02    9.25e-02      7.68e-03    6.93e-03    1.5e-10
2198000      1.12e-01    1.01e-01      2.55e-04    1.36e-04      7.66e-02    7.99e-02      4.17e-03    5.37e-03    1.5e-10
2199000      1.41e-01    1.03e-01      4.06e-04    1.44e-04      6.64e-02    6.98e-02      5.07e-03    7.12e-03    1.5e-10
2200000      1.89e-01    1.05e-01      5.72e-04    1.18e-05      7.42e-02    7.59e-02      6.90e-03    7.98e-03    1.4e-10
2201000      1.20e-01    1.20e-01      2.20e-04    2.82e-04      7.74e-02    7.60e-02      7.50e-03    5.21e-03    1.4e-10
2202000      9.75e-02    8.97e-02      4.41e-05    1.97e-04      7.91e-02    6.60e-02      6.17e-03    2.61e-03    1.4e-10
2203000      1.06e-01    1.10e-01      1.35e-04    1.71e-04      7.20e-02    7.86e-02      7.60e-03    6.56e-03    1.4e-10
2204000      1.49e-01    1.06e-01      3.47e-04    1.57e-04      8.03e-02    8.00e-02      8.63e-03    5.88e-03    1.4e-10
2205000      1.40e-01    9.90e-02      3.67e-04    1.77e-05      6.80e-02    6.66e-02      7.12e-03    8.13e-03    1.4e-10
2206000      2.56e-01    1.41e-01      8.23e-04    3.19e-04      7.12e-02    6.91e-02      8.24e-03    9.17e-03    1.4e-10
2207000      1.82e-01    8.73e-02      5.14e-04    1.27e-04      7.25e-02    7.03e-02      9.09e-03    4.11e-03    1.4e-10
2208000      8.41e-02    1.15e-01      7.73e-05    1.56e-04      7.37e-02    7.09e-02      3.76e-03    8.80e-03    1.4e-10
2209000      1.19e-01    1.79e-01      2.42e-04    5.45e-04      7.91e-02    7.18e-02      6.26e-03    6.05e-03    1.4e-10
2210000      1.10e-01    1.06e-01      2.55e-04    1.70e-04      6.89e-02    7.48e-02      5.15e-03    6.37e-03    1.3e-10
2211000      1.05e-01    8.41e-02      1.62e-04    5.26e-05      7.22e-02    7.21e-02      6.73e-03    4.53e-03    1.3e-10
2212000      1.37e-01    8.34e-02      3.45e-04    2.51e-06      7.97e-02    7.48e-02      5.97e-03    4.09e-03    1.3e-10
2213000      1.55e-01    1.47e-01      3.71e-04    4.33e-04      6.89e-02    7.72e-02      9.99e-03    2.23e-03    1.3e-10
2214000      9.06e-02    1.36e-01      7.29e-06    3.47e-04      6.90e-02    8.46e-02      6.53e-03    4.31e-03    1.3e-10
2215000      8.71e-02    1.33e-01      1.60e-06    1.19e-04      7.33e-02    8.56e-02      5.22e-03    1.06e-02    1.3e-10
2216000      1.24e-01    9.87e-02      2.39e-04    8.18e-05      7.71e-02    7.35e-02      7.73e-03    6.85e-03    1.3e-10
2217000      2.20e-01    1.25e-01      6.80e-04    3.31e-04      8.15e-02    6.23e-02      7.13e-03    5.96e-03    1.3e-10
2218000      1.51e-01    1.16e-01      4.03e-04    1.06e-04      8.13e-02    7.13e-02      6.14e-03    9.65e-03    1.3e-10
2219000      9.77e-02    1.02e-01      1.83e-04    2.01e-04      7.23e-02    7.77e-02      4.44e-03    3.75e-03    1.3e-10
2220000      9.31e-02    9.79e-02      9.70e-05    1.92e-05      7.96e-02    7.29e-02      4.40e-03    7.24e-03    1.2e-10
2221000      1.38e-01    8.10e-02      3.23e-04    3.98e-05      7.15e-02    7.26e-02      8.16e-03    3.79e-03    1.2e-10
2222000      2.26e-01    1.33e-01      6.96e-04    2.42e-04      7.65e-02    7.86e-02      8.53e-03    9.06e-03    1.2e-10
2223000      1.83e-01    1.20e-01      5.08e-04    2.87e-04      6.62e-02    8.11e-02      9.99e-03    3.66e-03    1.2e-10
2224000      1.66e-01    1.19e-01      4.92e-04    3.11e-04      7.28e-02    7.44e-02      5.75e-03    3.23e-03    1.2e-10
2225000      1.38e-01    9.85e-02      1.37e-04    7.26e-05      6.74e-02    7.20e-02      1.26e-02    7.11e-03    1.2e-10
2226000      9.57e-02    1.13e-01      6.32e-05    2.92e-04      7.22e-02    6.89e-02      6.69e-03    3.85e-03    1.2e-10
2227000      1.70e-01    9.94e-02      4.58e-04    4.50e-05      9.34e-02    7.84e-02      6.15e-03    6.64e-03    1.2e-10
2228000      1.31e-01    1.13e-01      3.36e-04    2.73e-04      7.63e-02    7.64e-02      5.32e-03    3.50e-03    1.2e-10
2229000      1.21e-01    1.28e-01      2.89e-04    3.50e-04      8.31e-02    6.71e-02      3.52e-03    5.01e-03    1.2e-10
2230000      1.36e-01    1.52e-01      3.67e-04    3.65e-04      6.88e-02    6.85e-02      5.78e-03    9.67e-03    1.1e-10
2231000      1.26e-01    1.41e-01      1.53e-04    2.74e-04      7.72e-02    8.01e-02      9.89e-03    9.61e-03    1.1e-10
2232000      1.15e-01    1.25e-01      2.44e-04    2.53e-04      7.80e-02    7.23e-02      5.22e-03    8.10e-03    1.1e-10
2233000      2.17e-01    1.38e-01      6.65e-04    3.91e-04      8.06e-02    7.11e-02      7.58e-03    4.43e-03    1.1e-10
2234000      9.66e-02    1.36e-01      1.56e-04    2.00e-05      7.67e-02    7.47e-02      4.28e-03    1.26e-02    1.1e-10
2235000      1.55e-01    9.96e-02      4.71e-04    8.11e-06      7.19e-02    7.66e-02      3.61e-03    7.07e-03    1.1e-10
2236000      1.24e-01    9.01e-02      2.85e-04    1.18e-04      7.27e-02    6.76e-02      6.50e-03    5.47e-03    1.1e-10
2237000      1.06e-01    1.02e-01      1.91e-05    1.71e-04      7.72e-02    7.67e-02      8.05e-03    5.08e-03    1.1e-10
2238000      1.37e-01    1.29e-01      3.52e-04    3.41e-04      7.38e-02    6.98e-02      6.34e-03    5.35e-03    1.1e-10
2239000      1.19e-01    8.75e-02      2.06e-04    1.69e-04      7.88e-02    6.31e-02      7.52e-03    4.09e-03    1.1e-10
2240000      8.14e-02    2.46e-01      8.02e-05    7.95e-04      6.42e-02    8.53e-02      4.95e-03    5.06e-03    1.1e-10
2241000      1.08e-01    1.47e-01      8.92e-05    3.93e-04      7.94e-02    6.94e-02      7.61e-03    7.22e-03    1.1e-10
2242000      1.14e-01    1.00e-01      1.22e-04    1.56e-04      7.19e-02    7.47e-02      8.96e-03    5.53e-03    1.1e-10
2243000      1.41e-01    1.73e-01      3.18e-04    4.80e-04      7.79e-02    6.71e-02      8.39e-03    9.22e-03    1.1e-10
2244000      1.28e-01    1.03e-01      3.26e-04    1.79e-04      8.03e-02    6.69e-02      3.90e-03    6.57e-03    1.1e-10
2245000      8.93e-02    1.06e-01      7.37e-05    1.74e-04      7.24e-02    8.18e-02      5.33e-03    5.03e-03    1.0e-10
2246000      9.65e-02    1.20e-01      1.12e-04    1.36e-04      7.66e-02    8.12e-02      5.48e-03    8.73e-03    1.0e-10
2247000      2.26e-01    8.73e-02      7.35e-04    8.76e-05      7.96e-02    7.85e-02      3.57e-03    3.19e-03    1.0e-10
2248000      9.68e-02    1.03e-01      1.07e-04    1.85e-04      6.73e-02    7.49e-02      6.94e-03    5.11e-03    1.0e-10
2249000      9.97e-02    1.36e-01      1.84e-04    2.37e-04      7.61e-02    7.18e-02      4.16e-03    1.04e-02    1.0e-10
2250000      1.09e-01    1.79e-01      6.97e-05    5.69e-04      8.93e-02    6.32e-02      6.60e-03    4.87e-03    9.9e-11
2251000      9.50e-02    1.30e-01      1.16e-04    2.35e-04      7.13e-02    8.48e-02      5.93e-03    8.01e-03    9.9e-11
2252000      1.63e-01    1.12e-01      4.65e-04    1.28e-04      7.11e-02    7.21e-02      7.07e-03    8.56e-03    9.9e-11
2253000      1.14e-01    9.23e-02      1.21e-04    6.61e-05      7.70e-02    7.28e-02      8.54e-03    5.95e-03    9.9e-11
2254000      2.51e-01    1.16e-01      7.34e-04    2.39e-04      8.38e-02    8.23e-02      1.23e-02    4.91e-03    9.9e-11
2255000      1.31e-01    1.33e-01      2.99e-04    2.83e-04      7.25e-02    7.87e-02      7.56e-03    7.89e-03    9.5e-11
2256000      1.36e-01    1.19e-01      3.06e-04    2.80e-04      7.48e-02    7.68e-02      8.08e-03    4.81e-03    9.5e-11
2257000      1.10e-01    9.55e-02      7.00e-05    1.65e-04      8.75e-02    6.91e-02      7.10e-03    5.12e-03    9.5e-11
2258000      1.47e-01    1.12e-01      2.06e-04    1.56e-04      8.58e-02    7.82e-02      1.15e-02    7.40e-03    9.5e-11
2259000      1.71e-01    2.28e-01      4.85e-04    7.25e-04      7.27e-02    8.56e-02      7.68e-03    4.86e-03    9.5e-11
2260000      1.16e-01    7.90e-02      2.26e-04    2.62e-06      7.16e-02    7.74e-02      7.20e-03    1.75e-03    9.2e-11
2261000      1.26e-01    1.28e-01      2.94e-04    2.57e-04      8.81e-02    7.16e-02      3.83e-03    8.43e-03    9.2e-11
2262000      1.13e-01    9.90e-02      2.06e-04    3.19e-05      9.04e-02    8.00e-02      3.80e-03    6.40e-03    9.2e-11
2263000      1.06e-01    1.00e-01      1.89e-05    2.06e-04      8.03e-02    6.83e-02      7.69e-03    4.90e-03    9.2e-11
2264000      7.21e-02    1.09e-01      1.44e-06    1.97e-04      6.61e-02    7.06e-02      3.21e-03    6.73e-03    9.2e-11
2265000      1.80e-01    1.90e-01      5.37e-04    5.78e-04      8.55e-02    6.83e-02      4.50e-03    7.45e-03    8.9e-11
2266000      1.08e-01    1.66e-01      1.66e-04    4.92e-04      7.96e-02    7.67e-02      6.13e-03    5.14e-03    8.9e-11
2267000      8.61e-02    1.41e-01      6.52e-05    2.44e-04      7.23e-02    6.98e-02      4.77e-03    1.12e-02    8.9e-11
2268000      9.49e-02    1.14e-01      4.39e-05    2.55e-04      7.76e-02    6.69e-02      5.91e-03    6.24e-03    8.9e-11
2269000      9.49e-02    9.93e-02      1.17e-04    3.93e-05      8.11e-02    6.74e-02      4.03e-03    8.00e-03    8.9e-11
2270000      1.13e-01    1.29e-01      1.57e-04    2.09e-04      7.43e-02    8.11e-02      8.14e-03    8.93e-03    8.5e-11
2271000      1.02e-01    1.12e-01      5.57e-05    1.57e-04      6.85e-02    7.77e-02      8.14e-03    7.56e-03    8.5e-11
2272000      1.59e-01    9.52e-02      4.70e-04    1.31e-04      6.82e-02    7.47e-02      5.90e-03    5.09e-03    8.5e-11
2273000      9.68e-02    8.50e-02      1.16e-04    6.72e-05      7.56e-02    7.20e-02      5.62e-03    4.55e-03    8.5e-11
2274000      1.07e-01    3.16e-01      1.51e-04    1.05e-03      7.60e-02    8.15e-02      6.89e-03    6.97e-03    8.5e-11
2275000      9.10e-02    1.50e-01      3.15e-07    4.07e-04      8.52e-02    7.99e-02      3.56e-03    5.80e-03    8.2e-11
2276000      1.24e-01    1.09e-01      2.46e-04    4.18e-05      7.07e-02    7.88e-02      8.23e-03    8.28e-03    8.2e-11
2277000      1.09e-01    1.17e-01      1.56e-04    1.93e-04      8.08e-02    7.37e-02      6.43e-03    8.08e-03    8.2e-11
2278000      3.15e-01    1.22e-01      1.05e-03    2.83e-04      7.21e-02    7.85e-02      7.82e-03    5.28e-03    8.2e-11
2279000      1.30e-01    9.57e-02      2.98e-04    2.42e-05      6.87e-02    7.09e-02      7.77e-03    7.10e-03    8.2e-11
2280000      1.72e-01    1.05e-01      5.22e-04    1.40e-04      7.09e-02    6.58e-02      5.43e-03    7.98e-03    8.0e-11
2281000      1.34e-01    1.26e-01      3.48e-04    3.31e-04      6.71e-02    8.04e-02      6.80e-03    2.79e-03    8.0e-11
2282000      1.68e-01    9.88e-02      4.84e-04    3.66e-06      7.67e-02    8.28e-02      6.31e-03    6.00e-03    8.0e-11
2283000      1.89e-01    1.42e-01      1.94e-04    1.76e-05      8.35e-02    8.75e-02      1.78e-02    1.24e-02    8.0e-11
2284000      8.71e-02    1.38e-01      5.96e-05    2.42e-04      6.54e-02    7.92e-02      6.11e-03    9.99e-03    8.0e-11
2285000      2.24e-01    1.48e-01      6.69e-04    2.46e-04      7.89e-02    8.54e-02      9.71e-03    1.10e-02    7.7e-11
2286000      1.00e-01    1.56e-01      1.89e-04    4.27e-04      7.52e-02    6.69e-02      4.32e-03    7.89e-03    7.7e-11
2287000      1.05e-01    1.79e-01      8.81e-06    5.69e-04      7.31e-02    6.90e-02      8.43e-03    3.41e-03    7.7e-11
2288000      8.99e-02    8.88e-02      1.95e-05    6.05e-05      7.24e-02    7.26e-02      5.90e-03    5.36e-03    7.7e-11
2289000      8.73e-02    1.02e-01      1.46e-04    1.97e-04      7.26e-02    7.18e-02      2.79e-03    5.22e-03    7.7e-11
2290000      1.98e-01    1.23e-01      6.26e-04    3.15e-04      7.25e-02    7.09e-02      5.00e-03    5.22e-03    7.4e-11
2291000      1.92e-01    1.14e-01      5.10e-04    1.96e-04      8.31e-02    6.76e-02      1.05e-02    8.01e-03    7.4e-11
2292000      1.44e-01    1.21e-01      3.45e-04    2.80e-04      7.78e-02    7.11e-02      7.95e-03    6.44e-03    7.4e-11
2293000      1.59e-01    1.50e-01      4.15e-04    3.87e-04      7.67e-02    7.59e-02      8.12e-03    7.63e-03    7.4e-11
2294000      2.64e-01    1.15e-01      8.69e-04    1.35e-04      8.15e-02    7.39e-02      5.03e-03    8.77e-03    7.4e-11
2295000      9.56e-02    1.21e-01      5.45e-05    3.02e-04      7.93e-02    7.41e-02      5.66e-03    4.54e-03    7.1e-11
2296000      1.03e-01    1.17e-01      2.27e-04    6.40e-06      6.86e-02    6.77e-02      4.53e-03    1.06e-02    7.1e-11
2297000      1.20e-01    9.63e-02      1.47e-04    1.09e-04      7.86e-02    7.51e-02      9.01e-03    5.75e-03    7.1e-11
2298000      9.09e-02    8.85e-02      6.04e-05    2.21e-05      7.20e-02    7.45e-02      5.85e-03    5.28e-03    7.1e-11
2299000      1.67e-01    1.59e-01      4.82e-04    2.89e-04      7.65e-02    7.84e-02      6.39e-03    1.24e-02    7.1e-11
2300000      1.55e-01    1.05e-01      4.01e-04    2.04e-04      8.18e-02    7.71e-02      7.34e-03    4.56e-03    6.9e-11
2301000      9.35e-02    1.31e-01      1.32e-04    2.82e-04      7.36e-02    7.53e-02      4.86e-03    7.99e-03    6.9e-11
2302000      1.04e-01    1.02e-01      8.18e-05    6.44e-05      7.88e-02    8.15e-02      7.07e-03    6.42e-03    6.9e-11
2303000      1.95e-01    1.00e-01      6.15e-04    2.06e-04      7.76e-02    6.83e-02      4.30e-03    4.90e-03    6.9e-11
2304000      1.17e-01    1.14e-01      5.66e-05    1.71e-04      8.15e-02    8.07e-02      9.19e-03    7.18e-03    6.9e-11
2305000      1.25e-01    1.27e-01      3.34e-04    2.97e-04      6.76e-02    7.24e-02      4.92e-03    6.73e-03    6.7e-11
2306000      1.60e-01    9.67e-02      4.19e-04    8.05e-05      7.36e-02    7.02e-02      8.58e-03    6.95e-03    6.7e-11
