#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn    rmse_v_val  rmse_v_trn         lr
1138000      1.36e-01    1.29e-01      2.24e-04    1.63e-04      7.80e-02    8.42e-02      8.92e-03    7.98e-03    2.9e-07
1139000      1.25e-01    1.55e-01      2.36e-04    4.09e-04      7.55e-02    7.48e-02      6.67e-03    6.13e-03    2.9e-07
1140000      2.62e-01    1.28e-01      8.37e-04    2.47e-04      7.10e-02    8.11e-02      8.18e-03    5.88e-03    2.8e-07
1141000      1.24e-01    1.05e-01      5.05e-05    3.40e-05      9.05e-02    7.64e-02      7.57e-03    6.44e-03    2.8e-07
1142000      1.47e-01    1.24e-01      3.81e-04    9.48e-05      7.59e-02    7.63e-02      5.35e-03    9.30e-03    2.8e-07
1143000      1.03e-01    1.07e-01      3.93e-05    5.20e-05      7.71e-02    7.63e-02      5.95e-03    6.68e-03    2.8e-07
1144000      1.32e-01    1.37e-01      2.47e-04    2.67e-04      6.84e-02    7.11e-02      8.76e-03    8.90e-03    2.8e-07
1145000      1.59e-01    1.19e-01      4.40e-04    1.42e-04      7.08e-02    7.32e-02      6.10e-03    8.29e-03    2.7e-07
1146000      1.16e-01    1.03e-01      5.36e-06    1.36e-04      7.39e-02    7.31e-02      8.84e-03    5.21e-03    2.7e-07
1147000      9.98e-02    1.47e-01      1.05e-04    3.29e-04      7.69e-02    6.65e-02      4.33e-03    9.27e-03    2.7e-07
1148000      1.28e-01    9.33e-02      9.38e-05    8.02e-06      7.83e-02    8.10e-02      9.78e-03    2.08e-03    2.7e-07
1149000      2.27e-01    1.17e-01      6.18e-04    1.80e-04      8.06e-02    7.95e-02      1.22e-02    5.95e-03    2.7e-07
1150000      1.60e-01    1.35e-01      3.66e-04    1.08e-04      7.39e-02    6.76e-02      9.80e-03    1.18e-02    2.6e-07
1151000      1.25e-01    1.11e-01      2.48e-04    1.58e-04      6.68e-02    7.98e-02      7.79e-03    5.09e-03    2.6e-07
1152000      2.39e-01    1.13e-01      7.59e-04    8.50e-05      8.11e-02    7.53e-02      5.32e-03    7.74e-03    2.6e-07
1153000      1.06e-01    1.46e-01      2.45e-06    4.08e-04      6.80e-02    6.44e-02      8.05e-03    5.50e-03    2.6e-07
1154000      8.99e-02    1.22e-01      3.53e-05    2.77e-04      6.62e-02    7.02e-02      5.43e-03    5.47e-03    2.6e-07
1155000      1.38e-01    1.88e-01      3.23e-04    6.03e-04      7.36e-02    6.41e-02      6.81e-03    2.87e-03    2.5e-07
1156000      1.04e-01    9.81e-02      6.11e-05    8.66e-05      7.16e-02    7.45e-02      6.95e-03    4.98e-03    2.5e-07
1157000      2.18e-01    1.12e-01      6.09e-04    1.59e-04      7.87e-02    7.20e-02      1.08e-02    6.87e-03    2.5e-07
1158000      2.23e-01    1.09e-01      6.79e-04    7.32e-05      8.12e-02    8.52e-02      7.20e-03    5.44e-03    2.5e-07
1159000      1.81e-01    1.19e-01      4.00e-04    1.60e-04      8.65e-02    7.16e-02      1.12e-02    8.24e-03    2.5e-07
1160000      2.18e-01    1.22e-01      6.08e-04    1.85e-04      8.03e-02    7.52e-02      1.07e-02    7.91e-03    2.4e-07
1161000      1.51e-01    9.91e-02      4.25e-04    1.77e-05      7.58e-02    7.59e-02      3.52e-03    5.63e-03    2.4e-07
1162000      1.16e-01    1.05e-01      2.10e-04    1.37e-04      7.23e-02    7.25e-02      6.39e-03    6.08e-03    2.4e-07
1163000      1.24e-01    1.12e-01      2.00e-04    1.44e-05      7.67e-02    8.39e-02      7.60e-03    6.73e-03    2.4e-07
1164000      1.82e-01    1.44e-01      5.51e-04    3.14e-04      7.41e-02    8.07e-02      4.37e-03    7.45e-03    2.4e-07
1165000      1.70e-01    1.05e-01      5.10e-04    8.25e-05      6.72e-02    7.24e-02      5.37e-03    6.95e-03    2.4e-07
1166000      1.34e-01    1.43e-01      3.45e-04    3.39e-04      6.84e-02    8.27e-02      5.47e-03    5.77e-03    2.4e-07
1167000      1.24e-01    8.73e-02      2.77e-04    4.45e-05      7.81e-02    6.88e-02      4.52e-03    4.41e-03    2.4e-07
1168000      1.07e-01    2.02e-01      9.90e-05    5.24e-04      7.34e-02    8.13e-02      6.97e-03    1.12e-02    2.4e-07
1169000      2.01e-01    1.81e-01      5.91e-04    4.52e-04      8.08e-02    8.74e-02      6.96e-03    9.13e-03    2.4e-07
1170000      1.19e-01    2.77e-01      2.60e-04    8.78e-04      6.86e-02    7.22e-02      5.91e-03    9.78e-03    2.3e-07
1171000      1.51e-01    2.07e-01      2.72e-04    6.56e-04      7.92e-02    6.80e-02      1.05e-02    5.31e-03    2.3e-07
1172000      1.14e-01    1.15e-01      7.70e-05    1.91e-04      7.21e-02    7.98e-02      8.68e-03    5.52e-03    2.3e-07
1173000      1.25e-01    2.13e-01      6.82e-05    6.35e-04      7.87e-02    8.04e-02      9.57e-03    7.78e-03    2.3e-07
1174000      1.25e-01    1.04e-01      2.88e-04    1.45e-04      7.76e-02    6.56e-02      4.24e-03    6.72e-03    2.3e-07
1175000      1.38e-01    9.85e-02      3.30e-04    1.75e-05      7.92e-02    7.82e-02      5.50e-03    5.19e-03    2.2e-07
1176000      1.20e-01    9.48e-02      1.90e-04    7.92e-06      8.31e-02    6.53e-02      6.04e-03    6.76e-03    2.2e-07
1177000      1.14e-01    1.36e-01      8.24e-05    2.35e-04      7.11e-02    7.88e-02      8.67e-03    8.75e-03    2.2e-07
1178000      1.23e-01    1.20e-01      4.39e-05    2.91e-04      8.11e-02    6.58e-02      9.22e-03    5.17e-03    2.2e-07
1179000      1.33e-01    1.13e-01      2.18e-04    7.83e-05      7.72e-02    7.82e-02      8.99e-03    7.64e-03    2.2e-07
1180000      1.37e-01    9.64e-02      2.42e-04    5.48e-05      8.00e-02    7.47e-02      8.63e-03    5.25e-03    2.1e-07
1181000      2.22e-01    1.62e-01      7.08e-04    4.11e-04      7.81e-02    7.91e-02      3.76e-03    7.73e-03    2.1e-07
1182000      1.03e-01    1.04e-01      1.11e-04    1.62e-04      7.70e-02    6.52e-02      5.37e-03    6.46e-03    2.1e-07
1183000      1.12e-01    1.18e-01      2.88e-05    1.34e-04      7.70e-02    7.76e-02      8.02e-03    7.90e-03    2.1e-07
1184000      9.35e-02    1.15e-01      9.41e-05    2.17e-04      7.49e-02    7.81e-02      3.87e-03    4.82e-03    2.1e-07
1185000      9.06e-02    1.19e-01      1.01e-04    1.89e-04      7.10e-02    8.06e-02      3.98e-03    6.45e-03    2.0e-07
1186000      1.06e-01    1.47e-01      1.42e-04    3.32e-04      7.58e-02    7.29e-02      5.59e-03    8.63e-03    2.0e-07
1187000      1.60e-01    1.01e-01      4.02e-04    1.70e-04      7.74e-02    7.10e-02      7.95e-03    4.58e-03    2.0e-07
1188000      1.16e-01    1.51e-01      4.63e-05    3.91e-04      8.69e-02    7.91e-02      7.20e-03    6.03e-03    2.0e-07
1189000      1.44e-01    2.97e-01      3.13e-04    9.89e-04      8.04e-02    7.47e-02      7.79e-03    5.40e-03    2.0e-07
1190000      9.92e-02    1.47e-01      7.21e-05    3.72e-04      7.40e-02    7.62e-02      5.88e-03    6.41e-03    2.0e-07
1191000      1.31e-01    2.20e-01      3.47e-04    6.88e-04      6.73e-02    7.96e-02      4.93e-03    5.59e-03    2.0e-07
1192000      1.34e-01    1.35e-01      2.90e-04    2.85e-04      7.12e-02    8.23e-02      7.86e-03    6.63e-03    2.0e-07
1193000      2.42e-01    2.26e-01      7.63e-04    6.91e-04      6.99e-02    7.79e-02      8.10e-03    7.85e-03    2.0e-07
1194000      9.49e-02    8.86e-02      8.17e-05    3.10e-06      7.89e-02    6.84e-02      3.50e-03    5.20e-03    2.0e-07
1195000      1.04e-01    9.87e-02      7.14e-05    6.06e-05      6.82e-02    7.30e-02      7.65e-03    6.14e-03    1.9e-07
1196000      1.47e-01    2.61e-01      2.56e-04    8.39e-04      9.02e-02    7.53e-02      8.87e-03    7.34e-03    1.9e-07
1197000      1.06e-01    1.33e-01      1.25e-04    3.23e-04      7.31e-02    7.05e-02      6.70e-03    6.46e-03    1.9e-07
1198000      1.11e-01    1.09e-01      1.42e-04    1.93e-04      7.91e-02    7.11e-02      6.19e-03    5.83e-03    1.9e-07
1199000      9.94e-02    9.46e-02      8.90e-05    9.84e-05      7.26e-02    7.19e-02      6.00e-03    4.93e-03    1.9e-07
1200000      1.27e-01    9.13e-02      2.62e-04    1.77e-05      7.87e-02    6.55e-02      6.16e-03    6.27e-03    1.8e-07
1201000      1.59e-01    2.05e-01      3.85e-04    6.26e-04      8.08e-02    7.03e-02      8.19e-03    7.35e-03    1.8e-07
1202000      2.01e-01    1.53e-01      5.29e-04    4.42e-04      6.59e-02    6.89e-02      1.24e-02    4.98e-03    1.8e-07
1203000      9.49e-02    1.26e-01      1.47e-04    3.02e-04      6.61e-02    7.75e-02      5.03e-03    4.15e-03    1.8e-07
1204000      1.59e-01    1.34e-01      4.02e-04    3.38e-04      8.14e-02    7.84e-02      7.29e-03    4.22e-03    1.8e-07
1205000      1.04e-01    1.52e-01      1.41e-04    3.59e-04      7.52e-02    6.94e-02      5.53e-03    9.32e-03    1.8e-07
1206000      1.91e-01    1.07e-01      4.74e-04    1.26e-04      6.59e-02    7.30e-02      1.27e-02    6.80e-03    1.8e-07
1207000      1.44e-01    1.30e-01      3.41e-04    2.00e-04      7.13e-02    7.89e-02      8.16e-03    8.77e-03    1.8e-07
1208000      1.43e-01    8.54e-02      3.72e-04    7.70e-05      7.89e-02    7.04e-02      4.87e-03    3.46e-03    1.8e-07
1209000      1.10e-01    1.52e-01      2.38e-04    3.64e-04      6.41e-02    8.20e-02      5.65e-03    7.33e-03    1.8e-07
1210000      9.48e-02    9.07e-02      9.25e-05    3.39e-05      7.43e-02    7.14e-02      4.71e-03    5.13e-03    1.7e-07
1211000      8.43e-02    1.50e-01      4.78e-05    4.06e-04      6.57e-02    7.76e-02      4.77e-03    5.03e-03    1.7e-07
1212000      1.26e-01    9.35e-02      6.62e-05    8.25e-05      7.65e-02    7.31e-02      1.03e-02    4.85e-03    1.7e-07
1213000      1.15e-01    2.14e-01      1.31e-04    6.50e-04      7.60e-02    8.06e-02      7.78e-03    7.04e-03    1.7e-07
1214000      1.49e-01    1.45e-01      2.79e-04    2.70e-04      9.20e-02    8.28e-02      8.58e-03    9.28e-03    1.7e-07
1215000      1.23e-01    8.21e-02      2.32e-04    9.73e-05      7.53e-02    6.65e-02      7.10e-03    3.17e-03    1.6e-07
1216000      1.13e-01    1.50e-01      1.93e-04    3.59e-04      8.03e-02    7.86e-02      5.26e-03    7.69e-03    1.6e-07
1217000      1.05e-01    1.15e-01      2.05e-04    1.21e-04      7.44e-02    8.73e-02      3.94e-03    6.23e-03    1.6e-07
1218000      1.68e-01    1.03e-01      4.20e-04    1.31e-04      6.87e-02    7.51e-02      1.00e-02    5.73e-03    1.6e-07
1219000      8.60e-02    1.15e-01      1.02e-04    4.78e-05      6.82e-02    7.35e-02      3.71e-03    9.09e-03    1.6e-07
1220000      9.04e-02    9.64e-02      5.76e-05    1.41e-04      6.78e-02    6.31e-02      5.60e-03    6.11e-03    1.6e-07
1221000      9.63e-02    1.10e-01      1.74e-04    1.04e-04      6.49e-02    8.30e-02      4.87e-03    6.22e-03    1.6e-07
1222000      9.43e-02    1.30e-01      1.54e-04    3.32e-04      6.00e-02    8.02e-02      5.83e-03    2.66e-03    1.6e-07
1223000      9.87e-02    9.81e-02      8.28e-05    1.13e-04      8.10e-02    6.77e-02      4.40e-03    6.32e-03    1.6e-07
1224000      1.94e-01    1.22e-01      6.04e-04    1.33e-04      7.48e-02    8.60e-02      4.36e-03    7.67e-03    1.6e-07
1225000      1.35e-01    1.04e-01      2.52e-04    3.51e-05      7.30e-02    8.72e-02      9.17e-03    4.90e-03    1.5e-07
1226000      1.14e-01    1.60e-01      1.41e-04    4.25e-04      7.52e-02    7.18e-02      7.69e-03    7.78e-03    1.5e-07
1227000      9.29e-02    1.98e-01      7.62e-05    6.16e-04      7.32e-02    7.15e-02      4.92e-03    5.51e-03    1.5e-07
1228000      8.75e-02    1.01e-01      5.71e-05    5.01e-05      7.05e-02    8.15e-02      4.51e-03    5.40e-03    1.5e-07
1229000      1.64e-01    1.29e-01      4.38e-04    1.93e-04      7.24e-02    8.42e-02      8.10e-03    8.20e-03    1.5e-07
1230000      1.50e-01    1.64e-01      3.05e-04    3.15e-04      9.38e-02    8.85e-02      7.81e-03    1.09e-02    1.5e-07
1231000      1.79e-01    1.41e-01      5.31e-04    3.82e-04      6.97e-02    7.59e-02      6.74e-03    4.21e-03    1.5e-07
1232000      1.26e-01    1.87e-01      1.00e-04    5.16e-04      8.27e-02    8.05e-02      9.41e-03    8.54e-03    1.5e-07
1233000      1.61e-01    8.63e-02      3.89e-04    5.09e-05      7.95e-02    7.17e-02      8.87e-03    4.04e-03    1.5e-07
1234000      1.17e-01    1.22e-01      1.13e-04    2.60e-04      7.69e-02    7.95e-02      8.47e-03    5.05e-03    1.5e-07
1235000      1.35e-01    1.55e-01      2.07e-04    4.43e-04      8.28e-02    7.16e-02      9.16e-03    5.36e-03    1.4e-07
1236000      1.09e-01    1.50e-01      1.44e-05    3.11e-04      7.28e-02    7.40e-02      8.46e-03    1.02e-02    1.4e-07
1237000      1.19e-01    1.72e-01      1.16e-04    4.84e-04      7.21e-02    8.66e-02      9.27e-03    4.79e-03    1.4e-07
1238000      1.33e-01    1.31e-01      3.20e-04    2.61e-04      7.61e-02    6.66e-02      5.77e-03    8.88e-03    1.4e-07
1239000      9.43e-02    1.49e-01      2.07e-05    3.93e-04      6.87e-02    7.57e-02      6.49e-03    6.35e-03    1.4e-07
1240000      1.81e-01    1.19e-01      5.30e-04    1.84e-04      7.95e-02    7.58e-02      5.96e-03    7.66e-03    1.4e-07
1241000      1.10e-01    1.56e-01      1.98e-04    2.77e-04      8.35e-02    8.66e-02      3.37e-03    1.08e-02    1.4e-07
1242000      2.31e-01    1.32e-01      7.10e-04    1.05e-04      7.63e-02    8.22e-02      8.53e-03    1.04e-02    1.4e-07
1243000      1.26e-01    8.66e-02      7.35e-06    6.83e-05      8.46e-02    6.71e-02      9.64e-03    4.94e-03    1.4e-07
1244000      1.21e-01    1.36e-01      2.17e-04    3.23e-04      8.04e-02    7.83e-02      6.50e-03    6.06e-03    1.4e-07
1245000      1.36e-01    1.63e-01      2.61e-04    4.59e-04      8.35e-02    8.28e-02      7.84e-03    4.78e-03    1.3e-07
1246000      9.01e-02    8.80e-02      5.85e-05    9.67e-05      6.53e-02    6.62e-02      6.05e-03    4.97e-03    1.3e-07
1247000      9.61e-02    1.01e-01      3.12e-05    1.95e-05      8.35e-02    8.01e-02      3.92e-03    5.89e-03    1.3e-07
1248000      1.32e-01    1.40e-01      3.32e-04    6.75e-05      8.00e-02    7.09e-02      3.85e-03    1.29e-02    1.3e-07
1249000      9.89e-02    1.10e-01      6.98e-05    8.26e-05      6.76e-02    8.14e-02      7.17e-03    7.02e-03    1.3e-07
1250000      1.21e-01    1.03e-01      1.83e-04    9.77e-05      8.12e-02    7.30e-02      7.31e-03    6.78e-03    1.3e-07
1251000      1.90e-01    1.27e-01      4.85e-04    3.04e-04      7.77e-02    7.87e-02      1.11e-02    4.30e-03    1.3e-07
1252000      1.01e-01    9.80e-02      1.52e-04    8.06e-05      7.79e-02    7.35e-02      4.18e-03    6.04e-03    1.3e-07
1253000      1.01e-01    2.86e-01      2.27e-05    9.07e-04      8.31e-02    7.48e-02      5.35e-03    1.04e-02    1.3e-07
1254000      1.13e-01    9.35e-02      1.29e-04    1.10e-04      7.73e-02    6.91e-02      7.57e-03    5.38e-03    1.3e-07
1255000      1.18e-01    1.33e-01      2.50e-04    3.32e-04      7.74e-02    6.54e-02      5.20e-03    6.90e-03    1.2e-07
1256000      1.22e-01    1.08e-01      2.89e-04    7.22e-06      6.78e-02    8.17e-02      6.10e-03    7.09e-03    1.2e-07
1257000      9.86e-02    9.28e-02      1.03e-04    6.73e-05      7.57e-02    7.50e-02      5.43e-03    4.85e-03    1.2e-07
1258000      1.15e-01    1.07e-01      2.30e-04    2.34e-05      7.78e-02    8.57e-02      5.19e-03    6.19e-03    1.2e-07
1259000      1.10e-01    1.33e-01      1.80e-04    1.50e-04      7.19e-02    6.63e-02      6.71e-03    1.16e-02    1.2e-07
1260000      1.63e-01    1.26e-01      4.97e-04    2.70e-04      7.46e-02    7.98e-02      2.16e-03    5.90e-03    1.2e-07
1261000      9.51e-02    1.80e-01      5.13e-05    4.53e-04      7.28e-02    8.12e-02      5.95e-03    1.00e-02    1.2e-07
1262000      1.44e-01    8.40e-02      1.52e-04    3.87e-05      8.41e-02    6.97e-02      1.16e-02    4.29e-03    1.2e-07
1263000      1.28e-01    1.09e-01      2.49e-04    1.80e-05      7.10e-02    8.68e-02      8.41e-03    6.44e-03    1.2e-07
1264000      8.98e-02    1.42e-01      5.16e-06    1.18e-04      7.37e-02    8.17e-02      4.93e-03    1.18e-02    1.2e-07
1265000      1.42e-01    1.02e-01      3.80e-06    4.25e-05      7.86e-02    7.34e-02      1.28e-02    7.15e-03    1.2e-07
1266000      1.36e-01    1.09e-01      2.85e-04    1.67e-04      7.68e-02    8.15e-02      8.13e-03    5.23e-03    1.2e-07
1267000      1.18e-01    1.43e-01      2.00e-05    3.22e-04      7.49e-02    8.09e-02      9.64e-03    7.65e-03    1.2e-07
1268000      1.64e-01    1.35e-01      4.87e-04    2.49e-04      7.02e-02    8.61e-02      5.13e-03    7.80e-03    1.2e-07
1269000      1.08e-01    9.93e-02      8.21e-05    4.63e-05      7.55e-02    7.00e-02      7.68e-03    7.18e-03    1.2e-07
1270000      8.69e-02    9.71e-02      1.25e-05    5.67e-06      6.75e-02    7.39e-02      5.50e-03    6.39e-03    1.1e-07
1271000      1.55e-01    2.17e-01      3.06e-04    6.75e-04      8.28e-02    7.71e-02      1.04e-02    6.61e-03    1.1e-07
1272000      1.40e-01    1.11e-01      3.46e-04    1.33e-04      7.95e-02    7.92e-02      5.93e-03    7.01e-03    1.1e-07
1273000      1.01e-01    2.21e-01      7.60e-05    6.81e-04      7.05e-02    8.10e-02      7.11e-03    6.97e-03    1.1e-07
1274000      1.53e-01    1.01e-01      4.30e-04    9.10e-05      7.35e-02    7.62e-02      5.48e-03    6.21e-03    1.1e-07
1275000      1.27e-01    1.04e-01      2.94e-04    2.01e-04      7.05e-02    6.43e-02      6.78e-03    5.96e-03    1.1e-07
1276000      1.38e-01    1.64e-01      3.56e-04    4.48e-04      7.93e-02    7.27e-02      4.63e-03    7.64e-03    1.1e-07
1277000      1.24e-01    1.30e-01      1.95e-04    2.21e-04      8.17e-02    8.43e-02      7.73e-03    7.92e-03    1.1e-07
1278000      1.13e-01    2.11e-01      2.70e-04    6.67e-04      6.55e-02    6.85e-02      5.07e-03    6.42e-03    1.1e-07
1279000      2.97e-01    1.27e-01      9.65e-04    2.13e-05      7.85e-02    9.20e-02      8.53e-03    9.02e-03    1.1e-07
1280000      1.15e-01    1.09e-01      1.80e-04    1.34e-04      7.99e-02    7.96e-02      6.64e-03    6.46e-03    1.0e-07
1281000      1.25e-01    2.17e-01      2.93e-04    6.72e-04      8.29e-02    7.01e-02      3.51e-03    7.96e-03    1.0e-07
1282000      1.05e-01    9.54e-02      1.11e-04    3.48e-06      8.28e-02    7.23e-02      5.41e-03    6.38e-03    1.0e-07
1283000      2.98e-01    9.39e-02      9.38e-04    1.54e-05      6.50e-02    7.38e-02      1.25e-02    5.85e-03    1.0e-07
1284000      1.60e-01    9.19e-02      4.13e-04    1.91e-05      7.65e-02    7.33e-02      8.09e-03    5.51e-03    1.0e-07
1285000      1.26e-01    1.06e-01      2.57e-04    8.04e-05      7.32e-02    7.15e-02      7.64e-03    7.94e-03    1.0e-07
1286000      9.51e-02    1.20e-01      2.54e-05    1.68e-04      7.50e-02    8.45e-02      5.86e-03    7.14e-03    1.0e-07
1287000      1.08e-01    1.13e-01      1.64e-04    2.78e-04      6.58e-02    6.74e-02      7.61e-03    4.33e-03    1.0e-07
1288000      9.39e-02    1.11e-01      4.44e-05    2.10e-04      7.75e-02    7.28e-02      4.99e-03    5.90e-03    1.0e-07
1289000      9.43e-02    9.74e-02      3.15e-06    1.14e-04      8.49e-02    7.03e-02      3.43e-03    6.07e-03    1.0e-07
1290000      1.03e-01    1.06e-01      8.61e-05    7.04e-05      7.79e-02    7.81e-02      6.44e-03    7.15e-03    9.6e-08
1291000      2.86e-01    1.29e-01      9.30e-04    3.15e-04      7.41e-02    7.38e-02      8.42e-03    5.57e-03    9.6e-08
1292000      1.84e-01    1.17e-01      5.37e-04    1.98e-04      9.36e-02    8.11e-02      3.08e-03    6.29e-03    9.6e-08
1293000      1.63e-01    1.35e-01      4.60e-04    3.09e-04      7.58e-02    8.07e-02      6.23e-03    6.44e-03    9.6e-08
1294000      9.97e-02    1.13e-01      1.11e-04    1.08e-04      7.97e-02    7.91e-02      4.91e-03    7.71e-03    9.6e-08
1295000      2.91e-01    1.47e-01      9.59e-04    4.47e-04      7.18e-02    6.21e-02      7.28e-03    3.82e-03    9.3e-08
1296000      1.05e-01    1.14e-01      4.93e-06    1.53e-04      7.99e-02    7.59e-02      7.10e-03    7.67e-03    9.3e-08
